Sub-Daily Data Between Two Dates,,,,,,,,,,,,,,,,,
JEWETT FLD AP (MI),,,,,,,,,,,,,,,,,
54822,,,,,,,,,,,,,,,,,
Lat/Lon/Elev: 42.5658/-84.4331/922 ft,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Time,Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F)
1/4/2021,17:35,30,87,26,5,220,m,1000,m,m,10,980.5,M,1013.9,m,25,NC
1/4/2021,17:55,30,87,26,5,200,m,1000,m,m,10,980.9,M,1014.2,m,25,NC
1/4/2021,18:15,30,88,27,5,200,m,1000,m,m,10,980.5,M,1013.9,m,25,NC
1/4/2021,18:35,30,90,27,0,0,m,1000,m,m,10,980.9,M,1014.2,m,NC,NC
1/4/2021,18:55,30,90,27,3,210,m,800,m,m,10,980.5,M,1013.9,m,NC,NC
1/4/2021,19:15,30,90,27,6,180,m,800,m,m,10,980.5,M,1013.9,m,24,NC
1/4/2021,19:35,30,90,27,5,190,m,800,m,m,7,980.5,M,1013.9,m,25,NC
1/4/2021,19:55,29,92,28,5,200,m,800,m,m,7,980.2,M,1013.5,m,24,NC
1/4/2021,20:15,29,92,27,3,220,m,800,m,m,7,980.2,M,1013.5,m,NC,NC
1/4/2021,20:35,29,92,27,5,240,m,800,m,m,7,980.2,M,1013.5,m,24,NC
1/4/2021,20:55,29,92,27,3,190,m,800,m,m,7,979.9,M,1013.2,m,NC,NC
1/4/2021,21:15,29,92,27,6,220,m,800,m,m,7,979.9,M,1013.2,m,23,NC
1/4/2021,21:35,29,92,27,7,220,m,800,m,m,7,979.9,M,1013.2,m,22,NC
1/4/2021,21:55,30,90,27,5,220,m,800,m,m,7,979.6,M,1012.9,m,25,NC
1/4/2021,22:15,30,90,27,5,220,m,800,m,m,7,979.6,M,1012.9,m,25,NC
1/4/2021,22:35,30,90,27,0,0,m,800,m,m,7,979.6,M,1012.9,m,NC,NC
1/4/2021,22:55,30,91,28,3,170,m,1000,m,m,7,979.2,M,1012.5,m,NC,NC
1/4/2021,23:15,30,92,28,3,180,m,1000,m,m,7,979.2,M,1012.5,m,NC,NC
1/4/2021,23:35,30,92,28,6,200,m,800,m,m,7,979.2,M,1012.5,m,24,NC
1/4/2021,23:55,30,91,28,3,160,m,800,m,m,7,979.2,M,1012.5,m,NC,NC
1/5/2021,0:15,30,92,28,5,170,m,800,m,m,7,978.9,M,1012.2,m,25,NC
1/5/2021,0:35,30,94,28,0,0,m,800,m,m,5,978.9,M,1012.2,m,NC,NC
1/5/2021,0:55,30,93,28,3,160,m,800,m,m,7,978.9,M,1012.2,m,NC,NC
1/5/2021,1:15,30,94,28,3,170,m,800,m,m,5,978.6,M,1011.9,m,NC,NC
1/5/2021,1:35,30,94,28,5,160,m,800,m,m,5,978.6,M,1011.9,m,25,NC
1/5/2021,1:55,30,94,29,3,140,m,800,m,m,4,978.6,M,1011.9,m,NC,NC
1/5/2021,2:15,30,94,29,3,160,m,800,m,m,5,978.9,M,1012.2,m,NC,NC
1/5/2021,2:35,30,93,28,3,160,m,600,m,m,5,978.9,M,1012.2,m,NC,NC
1/5/2021,2:55,30,95,29,5,170,m,600,m,m,4,978.9,M,1012.2,m,25,NC
1/5/2021,3:15,30,96,29,3,190,m,600,m,m,3,979.2,M,1012.5,m,NC,NC
1/5/2021,3:35,30,97,29,3,190,m,400,m,m,2,979.2,M,1012.5,m,NC,NC
1/5/2021,3:55,30,97,29,3,200,m,400,m,m,2,979.2,M,1012.5,m,NC,NC
1/5/2021,4:15,30,99,30,6,170,m,400,m,m,1,979.2,M,1012.5,m,24,NC
1/5/2021,4:35,30,100,30,0,0,m,200,m,m,1,978.9,M,1012.2,m,NC,NC
1/5/2021,4:55,30,100,30,0,0,m,200,m,m,2,978.9,M,1012.2,m,NC,NC
1/5/2021,5:15,30,100,30,5,200,m,200,m,m,2,979.2,M,1012.5,m,25,NC
1/5/2021,5:35,31,98,30,0,0,m,200,m,m,2,979.2,M,1012.5,m,NC,NC
1/5/2021,5:55,31,97,30,0,0,m,400,m,m,2,979.6,M,1012.9,m,NC,NC
1/5/2021,6:15,31,97,30,0,0,m,400,m,m,2,979.6,M,1012.9,m,NC,NC
1/5/2021,6:35,31,97,31,0,0,m,400,m,m,1,979.9,M,1013.2,m,NC,NC
1/5/2021,6:55,31,97,31,3,270,m,400,m,m,2,979.9,M,1013.2,m,NC,NC
1/5/2021,7:15,31,97,30,6,280,m,400,1300,m,2,980.2,M,1013.5,m,25,NC
1/5/2021,7:35,31,95,30,5,300,m,600,1400,m,3,980.5,M,1013.9,m,26,NC
1/5/2021,7:55,31,94,29,6,300,m,600,900,m,5,980.5,M,1013.9,m,25,NC
1/5/2021,8:15,31,95,29,5,290,m,900,m,m,4,980.9,M,1014.2,m,26,NC
1/5/2021,8:35,31,95,29,3,290,m,700,m,m,2,980.9,M,1014.2,m,NC,NC
1/5/2021,8:55,31,95,29,3,290,m,700,m,m,2,981.2,M,1014.6,m,NC,NC
1/5/2021,9:15,30,93,29,6,290,m,700,m,m,2,981.5,M,1014.9,m,24,NC
1/5/2021,9:35,31,93,29,6,300,m,500,1400,3200,3,981.5,M,1014.9,m,25,NC
1/5/2021,9:55,31,91,29,6,300,m,700,1400,3200,4,981.9,M,1015.2,m,25,NC
1/5/2021,10:15,31,90,29,6,280,m,900,m,m,4,982.2,M,1015.6,m,25,NC
1/5/2021,10:35,31,89,28,7,290,m,900,2200,3200,7,982.2,M,1015.6,m,24,NC
1/5/2021,10:55,31,89,29,5,290,m,1100,1400,m,5,982.5,M,1015.9,m,26,NC
1/5/2021,11:15,31,91,29,7,280,m,900,m,m,4,982.5,M,1015.9,m,24,NC
1/5/2021,11:35,31,90,29,8,290,m,900,m,m,4,982.5,M,1015.9,m,24,NC
1/5/2021,11:55,31,88,29,7,300,m,900,m,m,5,982.5,M,1015.9,m,24,NC
1/5/2021,12:15,32,87,29,7,310,m,900,m,m,7,982.5,M,1015.9,m,25,NC
1/5/2021,12:35,32,86,29,6,290,m,1100,m,m,5,982.2,M,1015.6,m,26,NC
1/5/2021,12:55,32,86,29,6,290,m,1100,m,m,7,982.5,M,1015.9,m,26,NC
1/5/2021,13:15,32,93,29,8,290,m,1100,m,m,5,982.5,M,1015.9,m,25,NC
1/5/2021,13:35,32,93,29,8,310,m,1100,m,m,7,982.5,M,1015.9,m,25,NC
1/5/2021,13:55,32,88,29,6,300,m,1100,m,m,7,982.5,M,1015.9,m,26,NC
1/5/2021,14:15,32,93,30,6,320,m,1100,m,m,5,982.5,M,1015.9,m,26,NC
1/5/2021,14:35,32,91,30,5,320,m,1100,m,m,5,982.8,M,1016.3,m,27,NC
1/5/2021,14:55,32,90,30,7,320,m,1100,m,m,5,983.2,M,1016.6,m,25,NC
1/5/2021,15:15,32,92,30,6,320,m,900,m,m,4,983.2,M,1016.6,m,26,NC
1/5/2021,15:35,32,93,31,6,320,m,900,m,m,4,983.8,M,1017.3,m,26,NC
1/5/2021,15:55,32,92,30,6,330,m,900,m,m,4,984.2,M,1017.6,m,26,NC
1/5/2021,16:15,32,93,31,8,330,m,900,m,m,4,984.2,M,1017.6,m,25,NC
1/5/2021,16:35,32,94,31,6,320,m,900,m,m,4,984.5,M,1017.9,m,26,NC
1/5/2021,16:55,32,93,31,6,350,m,900,m,m,4,984.5,M,1017.9,m,26,NC
1/5/2021,17:15,32,93,31,3,350,m,1300,m,m,5,984.5,M,1017.9,m,NC,NC
1/5/2021,17:35,32,92,31,5,340,m,1300,m,m,7,984.8,M,1018.3,m,27,NC
1/5/2021,17:55,33,92,31,5,310,m,1700,m,m,7,985.2,M,1018.6,m,28,NC
1/5/2021,18:15,32,91,30,0,0,m,1700,3200,m,7,985.5,M,1019,m,NC,NC
1/5/2021,18:35,33,92,31,5,290,m,3000,m,m,7,985.8,M,1019.3,m,28,NC
1/5/2021,18:55,33,94,31,3,290,m,2800,m,m,5,986.1,M,1019.6,m,NC,NC
1/5/2021,19:15,33,94,31,7,280,m,2000,2800,m,5,986.8,M,1020.3,m,27,NC
1/5/2021,19:35,33,95,32,7,290,m,800,1300,1900,5,986.8,M,1020.3,m,27,NC
1/5/2021,19:55,33,96,32,6,300,m,1100,m,m,4,987.1,M,1020.7,m,27,NC
1/5/2021,20:15,33,96,32,3,300,m,1500,2100,2700,5,987.1,M,1020.7,m,NC,NC
1/5/2021,20:35,33,96,32,3,290,m,1500,2700,m,5,987.1,M,1020.7,m,NC,NC
1/5/2021,20:55,33,95,32,0,0,m,1400,2500,m,5,987.5,M,1021,m,NC,NC
1/5/2021,21:15,33,96,32,3,300,m,1200,2300,m,5,987.8,M,1021.3,m,NC,NC
1/5/2021,21:35,33,96,32,5,300,m,2500,m,m,5,987.8,M,1021.3,m,28,NC
1/5/2021,21:55,33,94,32,5,310,m,2700,m,m,7,987.8,M,1021.3,m,28,NC
1/5/2021,22:15,33,94,32,6,320,m,2700,3200,m,7,987.8,M,1021.3,m,27,NC
1/5/2021,22:35,33,94,32,5,320,m,1700,2500,3200,7,988.1,M,1021.7,m,28,NC
1/5/2021,22:55,33,94,32,5,310,m,2000,2700,3200,10,988.1,M,1021.7,m,28,NC
1/5/2021,23:15,33,95,32,5,310,m,2300,3200,m,10,988.5,M,1022,m,28,NC
1/5/2021,23:35,33,95,32,5,320,m,3400,m,m,10,988.5,M,1022,m,28,NC
1/5/2021,23:55,33,94,32,5,320,m,3400,m,m,10,988.5,M,1022,m,28,NC
1/6/2021,0:15,33,94,32,5,310,m,3400,m,m,10,988.8,M,1022.4,m,28,NC
1/6/2021,0:35,33,94,32,3,310,m,3200,m,m,10,988.8,M,1022.4,m,NC,NC
1/6/2021,0:55,33,93,31,5,300,m,3000,m,m,10,988.8,M,1022.4,m,28,NC
1/6/2021,1:15,33,93,31,3,330,m,3000,m,m,10,988.8,M,1022.4,m,NC,NC
1/6/2021,1:35,33,92,31,3,320,m,3000,m,m,10,989.1,M,1022.7,m,NC,NC
1/6/2021,1:55,33,91,31,5,310,m,3000,m,m,10,989.1,M,1022.7,m,28,NC
1/6/2021,2:15,33,91,31,0,0,m,2800,m,m,10,989.1,M,1022.7,m,NC,NC
1/6/2021,2:35,33,90,31,3,300,m,2600,m,m,10,989.4,M,1023,m,NC,NC
1/6/2021,2:55,33,90,31,3,310,m,2600,m,m,10,989.4,M,1023,m,NC,NC
1/6/2021,3:15,33,90,31,5,320,m,2600,m,m,10,989.8,M,1023.4,m,28,NC
1/6/2021,3:35,33,89,30,6,320,m,2600,m,m,10,990.1,M,1023.7,m,27,NC
1/6/2021,3:55,33,87,30,5,320,m,2600,m,m,10,990.1,M,1023.7,m,28,NC
1/6/2021,4:15,33,85,29,7,330,m,2600,m,m,10,990.1,M,1023.7,m,27,NC
1/6/2021,4:35,33,82,28,7,320,m,2400,m,m,10,990.1,M,1023.7,m,27,NC
1/6/2021,4:55,33,80,28,7,310,m,2400,m,m,10,990.1,M,1023.7,m,27,NC
1/6/2021,5:15,33,78,28,7,310,m,2400,m,m,10,990.4,M,1024,m,27,NC
1/6/2021,5:35,33,80,28,3,310,m,2400,m,m,10,990.4,M,1024,m,NC,NC
1/6/2021,5:55,33,81,28,5,300,m,2400,m,m,10,990.8,M,1024.4,m,28,NC
1/6/2021,6:15,33,80,28,5,310,m,2400,m,m,10,990.8,M,1024.4,m,28,NC
1/6/2021,6:35,33,80,28,5,310,m,2400,m,m,10,991.1,M,1024.7,m,28,NC
1/6/2021,6:55,33,80,28,6,320,m,2400,m,m,10,991.4,M,1025.1,m,27,NC
1/6/2021,7:15,33,80,28,5,320,m,2800,m,m,10,991.7,M,1025.4,m,28,NC
1/6/2021,7:35,33,82,28,0,0,m,2300,3100,m,10,991.7,M,1025.4,m,NC,NC
1/6/2021,7:55,33,83,28,0,0,m,2300,m,m,10,991.7,M,1025.4,m,NC,NC
1/6/2021,8:15,32,85,28,0,0,m,2500,3100,m,10,992.1,M,1025.7,m,NC,NC
1/6/2021,8:35,33,83,28,0,0,m,2900,m,m,10,992.4,M,1026.1,m,NC,NC
1/6/2021,8:55,33,82,28,3,300,m,2900,m,m,10,992.7,M,1026.4,m,NC,NC
1/6/2021,9:15,33,80,28,3,350,m,2900,m,m,10,992.7,M,1026.4,m,NC,NC
1/6/2021,9:35,33,79,28,3,360,m,2900,m,m,10,992.7,M,1026.4,m,NC,NC
1/6/2021,9:55,34,75,28,3,340,m,2900,m,m,10,992.7,M,1026.4,m,NC,NC
1/6/2021,10:15,34,76,27,5,330,m,2900,m,m,10,993.1,M,1026.8,m,29,NC
1/6/2021,10:35,35,72,27,7,330,m,2900,m,m,10,993.1,M,1026.8,m,29,NC
1/6/2021,10:55,35,72,27,7,330,m,2900,m,m,10,993.1,M,1026.8,m,29,NC
1/6/2021,11:15,35,69,26,8,330,m,3100,m,m,10,993.1,M,1026.8,m,28,NC
1/6/2021,11:35,35,67,25,8,330,m,3100,m,m,10,992.7,M,1026.4,m,28,NC
1/6/2021,11:55,35,67,25,3,330,m,3100,m,m,10,992.7,M,1026.4,m,NC,NC
1/6/2021,12:15,36,69,26,6,340,m,3100,m,m,10,992.7,M,1026.4,m,31,NC
1/6/2021,12:35,36,69,26,5,320,m,3300,m,m,10,992.4,M,1026.1,m,32,NC
1/6/2021,12:55,36,66,26,5,330,m,3300,m,m,10,992.4,M,1026.1,m,32,NC
1/6/2021,13:15,36,68,27,3,310,m,3300,m,m,10,992.4,M,1026.1,m,NC,NC
1/6/2021,13:35,36,68,27,5,320,m,3300,m,m,10,992.1,M,1025.7,m,32,NC
1/6/2021,13:55,36,68,26,6,330,m,3300,m,m,10,992.1,M,1025.7,m,31,NC
1/6/2021,14:15,36,68,27,7,330,m,3500,m,m,10,992.1,M,1025.7,m,30,NC
1/6/2021,14:35,36,69,27,6,320,m,3500,m,m,10,992.4,M,1026.1,m,31,NC
1/6/2021,14:55,36,66,26,5,340,m,3500,m,m,10,992.4,M,1026.1,m,32,NC
1/6/2021,15:15,36,67,26,3,350,m,3500,m,m,10,992.4,M,1026.1,m,NC,NC
1/6/2021,15:35,36,68,27,6,330,m,3700,m,m,10,992.4,M,1026.1,m,31,NC
1/6/2021,15:55,36,69,26,3,340,m,3700,m,m,10,992.7,M,1026.4,m,NC,NC
1/6/2021,16:15,36,69,26,6,340,m,3700,m,m,10,992.7,M,1026.4,m,31,NC
1/6/2021,16:35,35,68,26,5,330,m,3700,m,m,10,993.1,M,1026.8,m,31,NC
1/6/2021,16:55,35,67,26,5,340,m,3700,m,m,10,993.1,M,1026.8,m,31,NC
1/6/2021,17:15,35,68,25,6,330,m,3700,m,m,10,993.1,M,1026.8,m,30,NC
1/6/2021,17:35,34,68,25,5,330,m,3900,m,m,10,993.4,M,1027.1,m,29,NC
1/6/2021,17:55,34,70,25,5,330,m,3900,m,m,10,993.4,M,1027.1,m,29,NC
1/6/2021,18:15,34,69,25,3,320,m,3900,m,m,10,993.7,M,1027.4,m,NC,NC
1/6/2021,18:35,34,69,25,0,0,m,3900,m,m,10,993.7,M,1027.4,m,NC,NC
1/6/2021,18:55,34,70,25,0,0,m,3900,m,m,10,993.7,M,1027.4,m,NC,NC
1/6/2021,19:15,34,75,25,0,0,m,4100,m,m,10,993.7,M,1027.4,m,NC,NC
1/6/2021,19:35,33,73,26,0,0,m,4100,m,m,10,994.1,M,1027.8,m,NC,NC
1/6/2021,19:55,33,71,25,0,0,m,4100,m,m,10,994.4,M,1028.1,m,NC,NC
1/6/2021,20:15,33,71,25,0,0,m,4300,m,m,10,994.4,M,1028.1,m,NC,NC
1/6/2021,20:35,32,79,27,0,0,m,4300,m,m,10,994.1,M,1027.8,m,NC,NC
1/6/2021,20:55,33,73,26,0,0,m,4300,m,m,10,994.1,M,1027.8,m,NC,NC
1/6/2021,21:15,32,80,27,0,0,m,2400,4300,m,10,994.1,M,1027.8,m,NC,NC
1/6/2021,21:35,32,81,27,5,40,m,2400,4300,m,10,993.7,M,1027.4,m,27,NC
1/6/2021,21:55,32,86,29,0,0,m,4300,m,m,10,994.1,M,1027.8,m,NC,NC
1/6/2021,22:15,32,88,29,0,0,m,4300,m,m,10,994.1,M,1027.8,m,NC,NC
1/6/2021,22:35,33,85,29,0,0,m,4500,m,m,10,994.1,M,1027.8,m,NC,NC
1/6/2021,22:55,33,86,29,0,0,m,4500,m,m,10,994.4,M,1028.1,m,NC,NC
1/6/2021,23:15,33,87,29,0,0,m,4500,m,m,10,994.4,M,1028.1,m,NC,NC
1/6/2021,23:35,32,88,29,0,0,m,4500,m,m,10,994.1,M,1027.8,m,NC,NC
1/6/2021,23:55,32,90,29,0,0,m,4500,m,m,10,994.1,M,1027.8,m,NC,NC
1/7/2021,0:15,31,92,29,0,0,m,2000,4700,m,10,994.1,M,1027.8,m,NC,NC
1/7/2021,0:35,31,91,29,0,0,m,2000,4700,m,10,993.7,M,1027.4,m,NC,NC
1/7/2021,0:55,31,93,30,0,0,m,1800,2300,4500,10,993.7,M,1027.4,m,NC,NC
1/7/2021,1:15,32,90,29,0,0,m,1600,4300,m,10,993.7,M,1027.4,m,NC,NC
1/7/2021,1:35,32,93,29,0,0,m,1600,4100,m,10,993.7,M,1027.4,m,NC,NC
1/7/2021,1:55,32,90,29,0,0,m,1600,2200,4100,10,993.7,M,1027.4,m,NC,NC
1/7/2021,2:15,32,93,30,3,20,m,1600,2200,4000,10,993.7,M,1027.4,m,NC,NC
1/7/2021,2:35,32,100,31,5,20,m,1600,2400,4000,10,993.7,M,1027.4,m,27,NC
1/7/2021,2:55,32,100,31,3,10,m,500,1400,4200,10,993.7,M,1027.4,m,NC,NC
1/7/2021,3:15,32,100,31,0,0,m,500,m,m,10,994.1,M,1027.8,m,NC,NC
1/7/2021,3:35,32,100,31,3,20,m,500,m,m,10,994.1,M,1027.8,m,NC,NC
1/7/2021,3:55,32,100,31,3,20,m,500,m,m,10,993.7,M,1027.4,m,NC,NC
1/7/2021,4:15,32,93,31,3,30,m,500,1000,m,10,994.1,M,1027.8,m,NC,NC
1/7/2021,4:35,32,93,31,5,40,m,600,m,m,10,994.1,M,1027.8,m,27,NC
1/7/2021,4:55,32,93,31,3,40,m,800,4700,m,10,993.7,M,1027.4,m,NC,NC
1/7/2021,5:15,32,93,31,0,0,m,800,m,m,10,994.1,M,1027.8,m,NC,NC
1/7/2021,5:35,32,93,31,0,0,m,800,m,m,10,994.1,M,1027.8,m,NC,NC
1/7/2021,5:55,32,93,31,3,20,m,800,m,m,10,994.4,M,1028.1,m,NC,NC
1/7/2021,6:15,32,93,31,3,30,m,800,m,m,10,994.1,M,1027.8,m,NC,NC
1/7/2021,6:35,32,93,31,3,40,m,800,m,m,10,994.4,M,1028.1,m,NC,NC
1/7/2021,6:55,32,93,30,3,30,m,800,m,m,10,994.7,M,1028.4,m,NC,NC
1/7/2021,7:15,32,93,30,0,0,m,800,m,m,10,994.7,M,1028.4,m,NC,NC
1/7/2021,7:35,32,93,30,7,30,m,800,m,m,10,994.7,M,1028.4,m,25,NC
1/7/2021,7:55,32,92,30,5,30,m,800,m,m,10,994.7,M,1028.4,m,27,NC
1/7/2021,8:15,32,93,30,0,0,m,800,m,m,10,995,M,1028.8,m,NC,NC
1/7/2021,8:35,32,93,30,0,0,m,800,m,m,10,995,M,1028.8,m,NC,NC
1/7/2021,8:55,32,93,30,0,0,m,800,m,m,10,995.4,M,1029.1,m,NC,NC
1/7/2021,9:15,32,93,30,3,10,m,800,m,m,10,995,M,1028.8,m,NC,NC
1/7/2021,9:35,32,93,30,3,10,m,800,m,m,10,995,M,1028.8,m,NC,NC
1/7/2021,9:55,32,93,30,7,20,m,800,m,m,10,995,M,1028.8,m,25,NC
1/7/2021,10:15,32,93,30,7,30,m,800,m,m,10,995,M,1028.8,m,25,NC
1/7/2021,10:35,32,92,30,6,30,m,800,m,m,10,995,M,1028.8,m,26,NC
1/7/2021,10:55,33,90,30,7,20,m,800,3700,m,10,995,M,1028.8,m,27,NC
1/7/2021,11:15,33,88,30,5,20,m,800,3700,m,10,994.7,M,1028.4,m,28,NC
1/7/2021,11:35,33,87,30,5,30,m,1000,3700,m,10,994.4,M,1028.1,m,28,NC
1/7/2021,11:55,33,84,29,7,60,m,1200,2000,m,10,994.4,M,1028.1,m,27,NC
1/7/2021,12:15,33,81,28,7,50,m,1500,2000,m,10,994.1,M,1027.8,m,27,NC
1/7/2021,12:35,33,82,28,6,40,m,1500,2000,3200,10,993.7,M,1027.4,m,27,NC
1/7/2021,12:55,35,76,28,6,70,m,2200,3000,3600,10,993.7,M,1027.4,m,30,NC
1/7/2021,13:15,35,76,28,9,60,m,2300,3000,m,10,993.4,M,1027.1,m,28,NC
1/7/2021,13:35,35,72,27,11,40,m,2900,3400,m,10,993.1,M,1026.8,m,27,NC
1/7/2021,13:55,35,73,27,7,40,m,2900,3400,m,10,992.7,M,1026.4,m,29,NC
1/7/2021,14:15,35,72,27,10,40,m,2300,2900,m,10,992.7,M,1026.4,m,27,NC
1/7/2021,14:35,35,71,27,8,30,m,2300,3300,m,10,992.7,M,1026.4,m,28,NC
1/7/2021,14:55,34,75,26,8,30,m,2400,3100,m,10,992.7,M,1026.4,m,27,NC
1/7/2021,15:15,33,74,26,9,30,m,2400,3100,m,10,992.4,M,1026.1,m,25,NC
1/7/2021,15:35,33,72,25,11,40,m,2400,m,m,10,992.4,M,1026.1,m,24,NC
1/7/2021,15:55,33,72,25,10,30,16,2400,m,m,10,992.4,M,1026.1,m,25,NC
1/7/2021,16:15,33,73,25,10,40,16,2400,m,m,10,992.7,M,1026.4,m,25,NC
1/7/2021,16:35,33,75,26,8,40,m,2400,m,m,10,992.7,M,1026.4,m,26,NC
1/7/2021,16:55,33,75,26,9,50,m,2400,m,m,10,992.7,M,1026.4,m,25,NC
1/7/2021,17:15,32,76,26,5,30,m,2400,m,m,10,992.7,M,1026.4,m,27,NC
1/7/2021,17:35,32,78,26,6,40,m,2200,m,m,10,992.7,M,1026.4,m,26,NC
1/7/2021,17:55,32,80,26,10,40,m,2200,m,m,10,992.7,M,1026.4,m,24,NC
1/7/2021,18:15,32,74,26,8,30,m,2400,m,m,10,992.7,M,1026.4,m,25,NC
1/7/2021,18:35,32,80,25,6,30,m,2400,m,m,10,992.7,M,1026.4,m,26,NC
1/7/2021,18:55,32,80,26,7,30,m,2400,m,m,10,992.7,M,1026.4,m,25,NC
1/7/2021,19:15,32,80,26,7,20,m,2400,m,m,10,992.7,M,1026.4,m,25,NC
1/7/2021,19:35,32,80,26,6,30,m,2400,m,m,10,992.7,M,1026.4,m,26,NC
1/7/2021,19:55,32,74,26,8,20,m,2600,m,m,10,992.4,M,1026.1,m,25,NC
1/7/2021,20:15,32,76,25,9,20,m,2600,m,m,10,992.4,M,1026.1,m,24,NC
1/7/2021,20:35,32,74,25,7,30,m,2600,m,m,10,992.4,M,1026.1,m,25,NC
1/7/2021,20:55,31,75,25,7,30,m,2400,m,m,10,992.4,M,1026.1,m,24,NC
1/7/2021,21:15,31,76,24,11,30,16,2200,m,m,10,992.4,M,1026.1,m,22,NC
1/7/2021,21:35,30,74,24,6,40,m,2200,2900,m,10,992.4,M,1026.1,m,24,NC
1/7/2021,21:55,30,77,24,5,10,m,2900,m,m,10,992.4,M,1026.1,m,25,NC
1/7/2021,22:15,28,80,23,6,30,m,2900,m,m,10,992.1,M,1025.7,m,21,NC
1/7/2021,22:35,28,81,23,5,30,m,M,m,m,10,992.4,M,1026.1,m,22,NC
1/7/2021,22:55,27,81,22,6,20,m,M,m,m,10,992.4,M,1026.1,m,20,NC
1/7/2021,23:15,27,81,22,6,40,m,M,m,m,10,992.1,M,1025.7,m,20,NC
1/7/2021,23:35,26,80,22,3,30,m,M,m,m,10,992.1,M,1025.7,m,NC,NC
1/7/2021,23:55,26,80,22,3,20,m,M,m,m,10,991.7,M,1025.4,m,NC,NC
1/8/2021,0:15,26,84,22,3,20,m,M,m,m,10,991.7,M,1025.4,m,NC,NC
1/8/2021,0:35,26,84,22,5,20,m,M,m,m,10,991.4,M,1025.1,m,20,NC
1/8/2021,0:55,25,86,22,3,20,m,M,m,m,10,991.1,M,1024.7,m,NC,NC
1/8/2021,1:15,25,86,22,3,10,m,M,m,m,10,991.1,M,1024.7,m,NC,NC
1/8/2021,1:35,24,87,21,3,10,m,M,m,m,10,991.1,M,1024.7,m,NC,NC
1/8/2021,1:55,25,86,22,3,10,m,M,m,m,10,991.1,M,1024.7,m,NC,NC
1/8/2021,2:15,25,86,22,3,360,m,2000,m,m,10,991.1,M,1024.7,m,NC,NC
1/8/2021,2:35,24,90,22,0,0,m,2000,m,m,10,991.1,M,1024.7,m,NC,NC
1/8/2021,2:55,25,93,22,5,10,m,1800,m,m,10,991.1,M,1024.7,m,19,NC
1/8/2021,3:15,25,93,22,6,360,m,1800,m,m,10,991.1,M,1024.7,m,18,NC
1/8/2021,3:35,25,93,23,6,360,0,1800,m,m,10,990.8,M,1024.4,m,18,NC
1/8/2021,3:55,25,91,23,6,360,m,1800,m,m,10,990.4,M,1024,m,18,NC
1/8/2021,4:15,26,91,23,6,10,m,1800,m,m,10,990.1,M,1023.7,m,19,NC
1/8/2021,4:35,26,90,24,5,20,m,1600,m,m,10,990.1,M,1023.7,m,20,NC
1/8/2021,4:55,26,89,24,5,10,m,1600,m,m,10,989.8,M,1023.4,m,20,NC
1/8/2021,5:15,26,89,24,6,10,m,1400,m,m,10,989.8,M,1023.4,m,19,NC
1/8/2021,5:35,26,86,24,5,20,m,1400,m,m,10,989.8,M,1023.4,m,20,NC
1/8/2021,5:55,26,86,24,9,20,m,1400,m,m,10,989.4,M,1023,m,17,NC
1/8/2021,6:15,26,88,23,6,10,m,1400,m,m,10,989.4,M,1023,m,19,NC
1/8/2021,6:35,26,88,23,5,10,m,1400,m,m,10,989.4,M,1023,m,20,NC
1/8/2021,6:55,26,87,23,6,10,m,1400,m,m,10,989.4,M,1023,m,19,NC
1/8/2021,7:15,26,88,23,5,10,m,1200,m,m,10,989.4,M,1023,m,20,NC
1/8/2021,7:35,26,87,23,7,10,m,1200,m,m,10,989.8,M,1023.4,m,18,NC
1/8/2021,7:55,27,86,23,10,30,m,1200,m,m,10,989.8,M,1023.4,m,18,NC
1/8/2021,8:15,27,86,23,7,30,0,1400,m,m,10,989.8,M,1023.4,m,19,NC
1/8/2021,8:35,27,84,23,7,30,m,1400,m,m,10,990.1,M,1023.7,m,19,NC
1/8/2021,8:55,27,83,23,7,30,m,1400,m,m,10,990.1,M,1023.7,m,19,NC
1/8/2021,9:15,27,83,23,7,30,m,1400,m,m,10,990.1,M,1023.7,m,19,NC
1/8/2021,9:35,28,82,23,6,30,m,1400,m,m,10,990.1,M,1023.7,m,21,NC
1/8/2021,9:55,28,84,23,8,20,m,1400,m,m,10,990.1,M,1023.7,m,20,NC
1/8/2021,10:15,28,81,23,8,30,m,1400,m,m,10,990.1,M,1023.7,m,20,NC
1/8/2021,10:35,28,81,23,10,60,m,1400,m,m,10,990.1,M,1023.7,m,19,NC
1/8/2021,10:55,28,81,23,9,30,m,1400,m,m,10,990.1,M,1023.7,m,19,NC
1/8/2021,11:15,28,80,23,8,50,m,1400,m,m,10,989.8,M,1023.4,m,20,NC
1/8/2021,11:35,29,79,23,7,20,m,1400,m,m,10,989.4,M,1023,m,22,NC
1/8/2021,11:55,29,79,23,9,10,m,1400,m,m,10,989.4,M,1023,m,21,NC
1/8/2021,12:15,28,80,22,10,50,m,1400,m,m,10,989.1,M,1022.7,m,19,NC
